Country Name,Country Code,Indicator Name,Indicator Code,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015
Indonesia,IDN,"People using at least basic sanitation services, urban (% of urban population)",SH.STA.BASS.UR.ZS,66.31029692,67.04026997,67.77024302,68.50021606,69.23018911,69.96016215,70.6901352,71.42010824,72.15008129,72.88005433,73.61002738,74.34000043,75.06997347,75.79994652,76.52991956,77.25989261
IDA only,IDX,"People using at least basic sanitation services, urban (% of urban population)",SH.STA.BASS.UR.ZS,42.30745405,42.57319788,42.86556967,43.15700399,43.46124413,43.83470287,44.22257278,44.61943119,44.98756079,45.33822149,45.65969405,45.73045655,45.97845648,46.222537,46.48245995,46.79603886
Isle of Man,IMN,"People using at least basic sanitation services, urban (% of urban population)",SH.STA.BASS.UR.ZS,,,,,,,,,,,,,,,,
India,IND,"People using at least basic sanitation services, urban (% of urban population)",SH.STA.BASS.UR.ZS,50.80940322,51.78218494,52.75496666,53.72774837,54.70053009,55.67331181,56.64609353,57.61887525,58.59165697,59.56443869,60.5372204,61.51000212,62.48278384,63.45556556,64.42834728,65.401129
Not classified,INX,"People using at least basic sanitation services, urban (% of urban population)",SH.STA.BASS.UR.ZS,,,,,,,,,,,,,,,,
Ireland,IRL,"People using at least basic sanitation services, urban (% of urban population)",SH.STA.BASS.UR.ZS,86.9302398,87.17895579,87.42767178,87.67638777,87.92510376,88.17381975,88.42253574,88.67125173,88.91996772,89.16868371,89.4173997,89.6661157,89.91483169,90.16354768,90.41226367,90.66097966
"Iran, Islamic Rep.",IRN,"People using at least basic sanitation services, urban (% of urban population)",SH.STA.BASS.UR.ZS,91.88436803,91.88436803,91.88436803,91.88436803,91.88436803,91.86832545,91.85228287,91.83624029,91.82019771,91.80415512,91.78811254,91.77206996,91.75602738,91.7399848,91.7399848,91.7399848
Iraq,IRQ,"People using at least basic sanitation services, urban (% of urban population)",SH.STA.BASS.UR.ZS,84.72933998,84.79561876,84.86189755,84.92817633,84.99445512,85.06073391,85.12701269,85.19329148,85.25957026,85.32584905,85.39212783,85.45840662,85.52468541,85.59096419,85.59096419,85.59096419
Iceland,ISL,"People using at least basic sanitation services, urban (% of urban population)",SH.STA.BASS.UR.ZS,98.69742525,98.69885986,98.70029447,98.7012987,98.7012987,98.7012987,98.7012987,98.7012987,98.7012987,98.7012987,98.7012987,98.7012987,98.7012987,98.7012987,98.7012987,98.7012987
Israel,ISR,"People using at least basic sanitation services, urban (% of urban population)",SH.STA.BASS.UR.ZS,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Italy,ITA,"People using at least basic sanitation services, urban (% of urban population)",SH.STA.BASS.UR.ZS,,,,,,,99.31238671,99.31238671,99.31238671,99.31238671,99.31238671,99.31238671,99.31238671,99.31238671,99.31238671,99.31238671
Jamaica,JAM,"People using at least basic sanitation services, urban (% of urban population)",SH.STA.BASS.UR.ZS,83.54756013,83.55424157,83.560923,83.56760444,83.57428587,83.58096731,83.58764874,83.59433017,83.60101161,83.60769304,83.61437448,83.62105591,83.62773735,83.63441878,83.64110022,83.64110022
Jordan,JOR,"People using at least basic sanitation services, urban (% of urban population)",SH.STA.BASS.UR.ZS,98.7212762,98.7212762,98.7212762,98.68854694,98.54330136,98.39354415,98.24378694,98.09402974,97.94427253,97.79451532,97.64475812,97.49500091,97.3452437,97.19548649,97.04572929,96.89597208
Japan,JPN,"People using at least basic sanitation services, urban (% of urban population)",SH.STA.BASS.UR.ZS,,,,,,,,,,,,,,,,
Kazakhstan,KAZ,"People using at least basic sanitation services, urban (% of urban population)",SH.STA.BASS.UR.ZS,96.77812138,96.77812138,96.7908131,96.80350481,96.81619653,96.82888825,96.84157996,96.85427168,96.8669634,96.87965511,96.89234683,96.90503855,96.91773026,96.93042198,96.9431137,96.95580541
Kenya,KEN,"People using at least basic sanitation services, urban (% of urban population)",SH.STA.BASS.UR.ZS,33.81190049,33.91231191,34.01272334,34.11313476,34.21354618,34.31395761,34.41436903,34.51478045,34.61519188,34.7156033,34.81601472,34.91642615,35.01683757,35.11724899,35.21766042,35.31807184
Kyrgyz Republic,KGZ,"People using at least basic sanitation services, urban (% of urban population)",SH.STA.BASS.UR.ZS,92.19540139,92.19540139,92.24701804,92.29863468,92.35025133,92.40186797,92.45348462,92.50510127,92.55671791,92.60833456,92.6599512,92.71156785,92.7631845,92.81480114,92.86641779,92.91803443
Cambodia,KHM,"People using at least basic sanitation services, urban (% of urban population)",SH.STA.BASS.UR.ZS,48.90538155,51.51347183,54.1215621,56.72965237,59.33774265,61.94583292,64.5539232,67.16201347,69.77010374,72.37819402,74.98628429,77.59437456,80.20246484,82.81055511,85.41864538,88.02673566
Kiribati,KIR,"People using at least basic sanitation services, urban (% of urban population)",SH.STA.BASS.UR.ZS,43.09039526,43.62211512,44.15383498,44.68555484,45.2172747,45.74899456,46.28071442,46.81243428,47.34415414,47.875874,48.40759386,48.93931372,49.47103358,49.47103358,49.47103358,49.47103358
St. Kitts and Nevis,KNA,"People using at least basic sanitation services, urban (% of urban population)",SH.STA.BASS.UR.ZS,,,,,,,,,,,,,,,,
"Korea, Rep.",KOR,"People using at least basic sanitation services, urban (% of urban population)",SH.STA.BASS.UR.ZS,,,,,,,,,,,,,,,,
Kuwait,KWT,"People using at least basic sanitation services, urban (% of urban population)",SH.STA.BASS.UR.ZS,,,,,,,,,,,,,,,,
Latin America & Caribbean (excluding high income),LAC,"People using at least basic sanitation services, urban (% of urban population)",SH.STA.BASS.UR.ZS,82.74780873,83.17715237,83.60455739,84.0343458,84.47330269,84.91342552,85.35356775,85.79374209,86.23454018,86.67519817,87.11521084,87.55470785,87.9936321,88.43201433,88.84304985,89.24625026
Lao PDR,LAO,"People using at least basic sanitation services, urban (% of urban population)",SH.STA.BASS.UR.ZS,67.13358023,68.86634469,70.59910915,72.3318736,74.06463806,75.79740252,77.53016698,79.26293143,80.99569589,82.72846035,84.46122481,86.19398927,87.92675372,89.65951818,91.39228264,93.1250471
Lebanon,LBN,"People using at least basic sanitation services, urban (% of urban population)",SH.STA.BASS.UR.ZS,,,,,,,,,,,,,,,,
Liberia,LBR,"People using at least basic sanitation services, urban (% of urban population)",SH.STA.BASS.UR.ZS,24.76700657,24.98303797,25.19906937,25.41510077,25.63113217,25.84716357,26.06319498,26.27922638,26.49525778,26.71128918,26.92732058,27.14335198,27.35938338,27.57541478,27.79144618,28.00747758
Libya,LBY,"People using at least basic sanitation services, urban (% of urban population)",SH.STA.BASS.UR.ZS,,,,,,,,,,,,,,,,
St. Lucia,LCA,"People using at least basic sanitation services, urban (% of urban population)",SH.STA.BASS.UR.ZS,75.33249362,75.33249362,75.33249362,75.33249362,76.32824606,77.3239985,78.31975094,79.31550338,80.31125582,81.30700826,82.3027607,83.29851313,84.29426557,85.29001801,86.28577045,86.28577045
Latin America & Caribbean,LCN,"People using at least basic sanitation services, urban (% of urban population)",SH.STA.BASS.UR.ZS,84.24635044,84.62956685,85.01108208,85.39462623,85.78698183,86.18142464,86.57635615,86.97180946,87.36839499,87.76420311,88.15755502,88.55094238,88.94431756,89.33449116,89.70497067,90.05905078
Least developed countries: UN classification,LDC,"People using at least basic sanitation services, urban (% of urban population)",SH.STA.BASS.UR.ZS,38.90090542,39.28511345,39.73825935,40.17285205,40.610973,41.11506848,41.60891396,42.10288148,42.5775459,43.05647677,43.53721402,43.84100856,44.3432438,44.84068923,45.33964873,45.82445437
Low income,LIC,"People using at least basic sanitation services, urban (% of urban population)",SH.STA.BASS.UR.ZS,37.38145708,37.61528478,42.60442628,42.72656312,42.86828996,43.02073545,43.20066261,43.40510459,43.5740488,43.71779622,43.81815114,43.54957756,43.52984287,43.50345421,43.50338389,43.59716536
Liechtenstein,LIE,"People using at least basic sanitation services, urban (% of urban population)",SH.STA.BASS.UR.ZS,,,,,,,,,,,,,,,,
Sri Lanka,LKA,"People using at least basic sanitation services, urban (% of urban population)",SH.STA.BASS.UR.ZS,89.02437118,89.05602976,89.08768834,89.11934692,89.1510055,89.18266408,89.21432266,89.24598124,89.27763982,89.3092984,89.34095698,89.37261556,89.40427414,89.43593272,89.4675913,89.49924988
Lower middle income,LMC,"People using at least basic sanitation services, urban (% of urban population)",SH.STA.BASS.UR.ZS,60.96703055,61.43036578,61.88394832,62.34949894,62.82049973,63.31539605,63.81571398,64.31297144,64.81390388,65.32093649,65.83745882,66.35575729,66.86854822,67.38373616,67.89709112,68.4099041
Low & middle income,LMY,"People using at least basic sanitation services, urban (% of urban population)",SH.STA.BASS.UR.ZS,72.01546146,72.35714478,72.77693333,73.13415257,73.49791533,73.87350059,74.34808608,74.72995514,75.10500731,75.48489985,75.86658274,76.20211249,76.57796604,76.95432744,77.32624133,77.68238521
Lesotho,LSO,"People using at least basic sanitation services, urban (% of urban population)",SH.STA.BASS.UR.ZS,18.53498654,20.34873535,22.16248416,23.97623297,25.78998178,27.6037306,29.41747941,31.23122822,33.04497703,34.85872584,36.67247465,38.48622346,40.29997228,42.11372109,43.9274699,45.74121871
Late-demographic dividend,LTE,"People using at least basic sanitation services, urban (% of urban population)",SH.STA.BASS.UR.ZS,82.71246487,83.06687552,83.41667354,83.78277508,84.16152595,84.55255286,85.04633655,85.45851694,85.87611699,86.30193003,86.73072167,87.16524113,87.60501171,88.04710977,88.49359661,88.93701045
Lithuania,LTU,"People using at least basic sanitation services, urban (% of urban population)",SH.STA.BASS.UR.ZS,93.00520274,93.30094108,93.59667941,93.89241774,94.18815608,94.48389441,94.77963274,95.07537108,95.37110941,95.66684774,95.96258608,96.25832441,96.55406274,96.84980108,97.14553941,97.44127774
Luxembourg,LUX,"People using at least basic sanitation services, urban (% of urban population)",SH.STA.BASS.UR.ZS,97.5,97.5,97.5,97.5,97.49912004,97.49788809,97.49665614,97.49542419,97.49419224,97.49296029,97.49172834,97.49049639,97.48926444,97.48803249,97.48680054,97.48556859
Latvia,LVA,"People using at least basic sanitation services, urban (% of urban population)",SH.STA.BASS.UR.ZS,93.11367302,93.11367302,93.40802267,93.70237231,93.99672196,94.2910716,94.58542125,94.8797709,95.17412054,95.46847019,95.76281983,96.05716948,96.35151912,96.64586877,96.94021841,97.23456806
"Macao SAR, China",MAC,"People using at least basic sanitation services, urban (% of urban population)",SH.STA.BASS.UR.ZS,,,,,,,,,,,,,,,,
St. Martin (French part),MAF,"People using at least basic sanitation services, urban (% of urban population)",SH.STA.BASS.UR.ZS,,,,,,,,,,,,,,,,
Morocco,MAR,"People using at least basic sanitation services, urban (% of urban population)",SH.STA.BASS.UR.ZS,87.36489411,87.49718375,87.62947338,87.76176301,87.89405265,88.02634228,88.15863191,88.29092155,88.42321118,88.55550081,88.68779045,88.82008008,88.95236972,89.08465935,89.21694898,89.34923862
Monaco,MCO,"People using at least basic sanitation services, urban (% of urban population)",SH.STA.BASS.UR.ZS,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Moldova,MDA,"People using at least basic sanitation services, urban (% of urban population)",SH.STA.BASS.UR.ZS,86.33259059,86.49067978,86.64876897,86.80685815,86.96494734,87.12303653,87.28112571,87.4392149,87.59730409,87.75539327,87.91348246,88.07157165,88.22966084,88.38775002,88.54583921,88.7039284
Madagascar,MDG,"People using at least basic sanitation services, urban (% of urban population)",SH.STA.BASS.UR.ZS,10.03623902,10.44646954,10.85670007,11.26693059,11.67716111,12.08739163,12.49762215,12.90785267,13.31808319,13.72831371,14.13854423,14.54877476,14.95900528,15.3692358,15.77946632,16.18969684
Maldives,MDV,"People using at least basic sanitation services, urban (% of urban population)",SH.STA.BASS.UR.ZS,95.46634084,95.23705574,95.00777064,94.77848554,94.54920044,94.31991534,94.09063024,93.86134514,93.63206004,93.40277494,93.17348984,92.94420474,92.94420474,92.94420474,92.94420474,92.94420474
Middle East & North Africa,MEA,"People using at least basic sanitation services, urban (% of urban population)",SH.STA.BASS.UR.ZS,92.17379912,92.19157878,92.21444154,92.25337369,92.29533448,92.34053027,92.39361996,92.45138018,92.50935029,92.56366491,92.60703852,92.63699096,92.66029832,92.67816111,92.68569172,92.69049029
Mexico,MEX,"People using at least basic sanitation services, urban (% of urban population)",SH.STA.BASS.UR.ZS,85.08871033,85.51208108,85.93545182,86.35882257,86.78219331,87.20556406,87.6289348,88.05230555,88.47567629,88.89904704,89.32241778,89.74578853,90.16915927,90.59253002,91.01590076,91.43927151
Marshall Islands,MHL,"People using at least basic sanitation services, urban (% of urban population)",SH.STA.BASS.UR.ZS,,94.78112314,94.78112314,94.78112314,94.78112314,94.78112314,94.78112314,94.78112314,94.78112314,94.78112314,94.78112314,94.78112314,94.78112314,94.78112314,94.78112314,94.78112314
Middle income,MIC,"People using at least basic sanitation services, urban (% of urban population)",SH.STA.BASS.UR.ZS,74.05617099,74.43486553,74.82028798,75.21604085,75.61847258,76.03544858,76.54754608,76.96739501,77.39248994,77.82456762,78.2614054,78.69812844,79.1346787,79.57328534,80.00767871,80.42511262
"Macedonia, FYR",MKD,"People using at least basic sanitation services, urban (% of urban population)",SH.STA.BASS.UR.ZS,93.3102812,93.3102812,93.3102812,93.3102812,93.3102812,93.83504221,94.35980321,94.88456422,95.40932523,95.93408623,96.45884724,96.98360825,97.17796418,97.17796418,97.17796418,97.17796418
Mali,MLI,"People using at least basic sanitation services, urban (% of urban population)",SH.STA.BASS.UR.ZS,37.76727972,38.31416134,38.86104296,39.40792458,39.9548062,40.50168783,41.04856945,41.59545107,42.14233269,42.68921431,43.23609593,43.78297755,44.32985917,44.87674079,45.42362241,45.97050403
Malta,MLT,"People using at least basic sanitation services, urban (% of urban population)",SH.STA.BASS.UR.ZS,100,100,99.99877698,99.9957554,99.99273381,99.98971223,99.98669065,99.98366906,99.98064748,99.9776259,99.97460432,99.97158273,99.96856115,99.96553957,99.96251799,99.9594964
Myanmar,MMR,"People using at least basic sanitation services, urban (% of urban population)",SH.STA.BASS.UR.ZS,82.06612992,81.68707851,81.3080271,80.92897569,80.54992429,80.17087288,79.79182147,79.41277006,79.03371865,78.65466724,78.27561583,77.89656443,77.51751302,77.13846161,76.7594102,76.38035879
Middle East & North Africa (excluding high income),MNA,"People using at least basic sanitation services, urban (% of urban population)",SH.STA.BASS.UR.ZS,91.71234065,91.72717713,91.74196561,91.77253983,91.80237067,91.83104795,91.86296712,91.89583941,91.92825547,91.9583923,91.98401178,91.99964428,92.01194562,92.02373684,92.03001077,92.03351606
Montenegro,MNE,"People using at least basic sanitation services, urban (% of urban population)",SH.STA.BASS.UR.ZS,,,,,,,93.11885476,93.70100756,94.28316035,94.86531315,95.44746594,96.02961874,96.61177153,97.19392433,97.77607712,97.98513377
Mongolia,MNG,"People using at least basic sanitation services, urban (% of urban population)",SH.STA.BASS.UR.ZS,64.36334686,64.52707166,64.69079647,64.85452127,65.01824608,65.18197088,65.34569569,65.50942049,65.67314529,65.8368701,66.0005949,66.16431971,66.32804451,66.38831577,66.3906563,66.39298553
Northern Mariana Islands,MNP,"People using at least basic sanitation services, urban (% of urban population)",SH.STA.BASS.UR.ZS,,,,,,,,,,,,,,,,
Mozambique,MOZ,"People using at least basic sanitation services, urban (% of urban population)",SH.STA.BASS.UR.ZS,34.14486397,35.01213848,35.87941298,36.74668749,37.613962,38.4812365,39.34851101,40.21578551,41.08306002,41.95033452,42.81760903,43.68488353,44.55215804,45.41943255,46.28670705,47.15398156
Mauritania,MRT,"People using at least basic sanitation services, urban (% of urban population)",SH.STA.BASS.UR.ZS,39.91808027,41.45973166,43.00138304,44.54303443,46.08468581,47.62633719,49.16798858,50.70963996,52.25129135,53.79294273,55.33459411,56.8762455,58.41789688,59.95954826,61.50119965,63.04285103
Mauritius,MUS,"People using at least basic sanitation services, urban (% of urban population)",SH.STA.BASS.UR.ZS,93.38825125,93.43000326,93.47175527,93.51350728,93.55525929,93.5970113,93.63876331,93.68051532,93.72226733,93.76401934,93.80577135,93.84752336,93.88927537,93.93102738,93.93102738,93.93102738
Malawi,MWI,"People using at least basic sanitation services, urban (% of urban population)",SH.STA.BASS.UR.ZS,45.70052391,45.88757527,46.07462662,46.26167798,46.44872933,46.63578068,46.82283204,47.00988339,47.19693474,47.3839861,47.57103745,47.7580888,47.94514016,48.13219151,48.31924286,48.50629422
Malaysia,MYS,"People using at least basic sanitation services, urban (% of urban population)",SH.STA.BASS.UR.ZS,98.25421215,98.36634194,98.47847173,98.59060152,98.70273131,98.81486111,98.9269909,99.03912069,99.15125048,99.26338027,99.37551006,99.48763985,99.59976964,99.71189943,99.82402922,99.82402922
North America,NAC,"People using at least basic sanitation services, urban (% of urban population)",SH.STA.BASS.UR.ZS,99.98915739,99.98915529,99.98915321,99.98915114,99.98914909,99.98914707,99.98914507,99.9891431,99.98914115,99.98913922,99.98913755,99.98913594,99.98913413,99.98913427,99.98913443,99.98913461
Namibia,NAM,"People using at least basic sanitation services, urban (% of urban population)",SH.STA.BASS.UR.ZS,57.87518878,57.67506778,57.47494678,57.27482579,57.07470479,56.87458379,56.67446279,56.47434179,56.2742208,56.0740998,55.8739788,55.6738578,55.4737368,55.27361581,55.07349481,54.87337381
New Caledonia,NCL,"People using at least basic sanitation services, urban (% of urban population)",SH.STA.BASS.UR.ZS,,,,,,,,,,,,,,,,
Niger,NER,"People using at least basic sanitation services, urban (% of urban population)",SH.STA.BASS.UR.ZS,25.67295663,26.86608437,28.05921211,29.25233985,30.44546759,31.63859533,32.83172307,34.02485081,35.21797855,36.41110629,37.60423403,38.79736177,39.99048951,41.18361725,42.37674499,43.56987273
Nigeria,NGA,"People using at least basic sanitation services, urban (% of urban population)",SH.STA.BASS.UR.ZS,39.24060765,39.20809968,39.1755917,39.14308373,39.11057575,39.07806778,39.0455598,39.01305183,38.98054386,38.94803588,38.91552791,38.88301993,38.85051196,38.81800398,38.78549601,38.75298804
Nicaragua,NIC,"People using at least basic sanitation services, urban (% of urban population)",SH.STA.BASS.UR.ZS,73.0794184,73.93039452,74.78137063,75.63234675,76.48332286,77.33429898,78.18527509,79.03625121,79.88722732,80.73820344,81.58917955,82.44015567,83.29113178,84.1421079,84.99308402,85.84406013
Netherlands,NLD,"People using at least basic sanitation services, urban (% of urban population)",SH.STA.BASS.UR.ZS,97.5,97.5,97.5,97.5,97.5,97.5,97.5,97.5,97.5,97.5,97.5,97.5,97.5,97.5,97.5,97.5
Norway,NOR,"People using at least basic sanitation services, urban (% of urban population)",SH.STA.BASS.UR.ZS,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98
Nepal,NPL,"People using at least basic sanitation services, urban (% of urban population)",SH.STA.BASS.UR.ZS,41.58734321,42.31186996,43.03639672,43.76092347,44.48545022,45.20997697,45.93450372,46.65903047,47.38355722,48.10808397,48.83261072,49.55713747,50.28166422,51.00619097,51.73071772,52.45524447
Nauru,NRU,"People using at least basic sanitation services, urban (% of urban population)",SH.STA.BASS.UR.ZS,65.70205293,65.69385859,65.68566424,65.67746989,65.66927555,65.6610812,65.65288685,65.64469251,65.63649816,65.62830381,65.62010947,65.61191512,65.60372077,65.59552643,65.59552643,65.59552643
New Zealand,NZL,"People using at least basic sanitation services, urban (% of urban population)",SH.STA.BASS.UR.ZS,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
OECD members,OED,"People using at least basic sanitation services, urban (% of urban population)",SH.STA.BASS.UR.ZS,96.86108411,96.91292126,97.01393552,97.11669885,97.22087699,97.32543848,97.52976951,97.6293918,97.72993819,97.83087009,97.93315976,98.03442821,98.13975822,98.24551472,98.35601466,98.41608512
Oman,OMN,"People using at least basic sanitation services, urban (% of urban population)",SH.STA.BASS.UR.ZS,92.82319847,92.82319847,93.38206042,93.94092237,94.49978432,95.05864627,95.61750822,96.17637017,96.73523212,97.29409407,97.85295602,98.41181797,98.97067992,99.32369754,99.32369754,99.32369754
Other small states,OSS,"People using at least basic sanitation services, urban (% of urban population)",SH.STA.BASS.UR.ZS,67.57470032,67.51410707,67.10274096,67.05173315,67.01219278,66.98399288,67.91889865,68.61797812,68.6035843,68.57443688,68.53041867,68.4787984,68.43662746,68.38611246,68.30082161,68.21869534
Pakistan,PAK,"People using at least basic sanitation services, urban (% of urban population)",SH.STA.BASS.UR.ZS,66.93228838,67.42787579,67.92346319,68.41905059,68.914638,69.4102254,69.9058128,70.40140021,70.89698761,71.39257501,71.88816242,72.38374982,72.87933722,73.37492463,73.87051203,74.36609943
Panama,PAN,"People using at least basic sanitation services, urban (% of urban population)",SH.STA.BASS.UR.ZS,75.85678242,76.51356014,77.17033787,77.82711559,78.48389331,79.14067104,79.79744876,80.45422649,81.11100421,81.76778193,82.42455966,83.08133738,83.7381151,84.39489283,85.05167055,85.70844827
Peru,PER,"People using at least basic sanitation services, urban (% of urban population)",SH.STA.BASS.UR.ZS,76.39507893,76.75993896,77.12479899,77.48965902,77.85451905,78.21937909,78.58423912,78.94909915,79.31395918,79.67881921,80.04367924,80.40853927,80.77339931,81.13825934,81.50311937,81.8679794
Philippines,PHL,"People using at least basic sanitation services, urban (% of urban population)",SH.STA.BASS.UR.ZS,75.44326151,75.67207478,75.90088805,76.12970133,76.3585146,76.58732787,76.81614114,77.04495441,77.27376768,77.50258095,77.73139422,77.9602075,78.18902077,78.41783404,78.64664731,78.87546058
Palau,PLW,"People using at least basic sanitation services, urban (% of urban population)",SH.STA.BASS.UR.ZS,92.2585587,93.00431874,93.75007878,94.49583882,95.24159886,95.9873589,96.73311894,97.47887899,98.22463903,98.97039907,99.71615911,100,100,100,100,100
Papua New Guinea,PNG,"People using at least basic sanitation services, urban (% of urban population)",SH.STA.BASS.UR.ZS,55.23852507,55.23852507,55.23852507,55.23852507,55.23852507,55.23852507,55.23852507,55.23852507,55.23852507,55.23852507,55.23852507,55.23852507,55.23852507,55.23852507,55.23852507,55.23852507
Poland,POL,"People using at least basic sanitation services, urban (% of urban population)",SH.STA.BASS.UR.ZS,93.83398584,94.11960082,94.4052158,94.69083077,94.97644575,95.26206073,95.54767571,95.83329069,96.11890566,96.40452064,96.69013562,96.9757506,97.26136557,97.54698055,97.83259553,98.11821051
Pre-demographic dividend,PRE,"People using at least basic sanitation services, urban (% of urban population)",SH.STA.BASS.UR.ZS,39.90733969,40.07793027,40.3116427,40.51953404,40.72546499,40.99112071,41.24825908,41.50377883,41.75746945,42.01581737,42.28428132,42.4077535,42.7080126,43.00273737,43.29151871,43.57075692
Puerto Rico,PRI,"People using at least basic sanitation services, urban (% of urban population)",SH.STA.BASS.UR.ZS,,,,,,,,,,,,,,,,
"Korea, Dem. People’s Rep.",PRK,"People using at least basic sanitation services, urban (% of urban population)",SH.STA.BASS.UR.ZS,,,82.73426057,82.73426057,82.73426057,82.73426057,82.73426057,82.73426057,82.73426057,82.73426057,82.73426057,82.73426057,82.73426057,82.73426057,82.73426057,82.73426057
Portugal,PRT,"People using at least basic sanitation services, urban (% of urban population)",SH.STA.BASS.UR.ZS,98.45300785,98.51500922,98.57701059,98.63901196,98.70101333,98.7630147,98.82501608,98.88701745,98.94901882,99.01102019,99.07302156,99.13502293,99.1970243,99.25902567,99.32102704,99.38302841
Paraguay,PRY,"People using at least basic sanitation services, urban (% of urban population)",SH.STA.BASS.UR.ZS,88.37863003,89.04141723,89.70420444,90.36699165,91.02977886,91.69256607,92.35535327,93.01814048,93.68092769,94.3437149,95.00650211,95.66928931,96.33207652,96.99486373,97.65765094,98.32043815
West Bank and Gaza,PSE,"People using at least basic sanitation services, urban (% of urban population)",SH.STA.BASS.UR.ZS,93.46273524,93.57082899,93.67892274,93.78701649,93.89511024,94.00320399,94.11129773,94.21939148,94.32748523,94.43557898,94.54367273,94.65176647,94.75986022,94.86795397,94.97604772,94.99666667
Pacific island small states,PSS,"People using at least basic sanitation services, urban (% of urban population)",SH.STA.BASS.UR.ZS,83.71815665,84.27204717,84.15739569,84.25485767,84.35356735,84.64024548,84.86764466,85.14390498,85.44360723,85.75559056,86.08290402,86.4170494,86.74988336,86.84354497,86.91528275,87.0953523
Post-demographic dividend,PST,"People using at least basic sanitation services, urban (% of urban population)",SH.STA.BASS.UR.ZS,98.96887039,98.97927526,98.98977955,98.99846557,99.00677276,99.01517738,99.0416726,99.04939085,99.05690495,99.06343846,99.06933244,99.07369647,99.07789474,99.08201981,99.08641555,99.0943521
French Polynesia,PYF,"People using at least basic sanitation services, urban (% of urban population)",SH.STA.BASS.UR.ZS,,,,,,,,,,,,,,,,
Qatar,QAT,"People using at least basic sanitation services, urban (% of urban population)",SH.STA.BASS.UR.ZS,,,,,,,,,,,,,,,,
Romania,ROU,"People using at least basic sanitation services, urban (% of urban population)",SH.STA.BASS.UR.ZS,,,,,,,93.19404167,93.19404167,93.19404167,93.19404167,93.19404167,93.19404167,93.19404167,93.19404167,93.19404167,93.19404167
Russian Federation,RUS,"People using at least basic sanitation services, urban (% of urban population)",SH.STA.BASS.UR.ZS,94.36451973,94.29490109,94.22528245,94.1556638,94.08604516,94.01642652,93.94680787,93.87718923,93.80757058,93.73795194,93.6683333,93.59871465,93.52909601,93.45947737,93.38985872,93.32024008
Rwanda,RWA,"People using at least basic sanitation services, urban (% of urban population)",SH.STA.BASS.UR.ZS,57.38714426,57.37952324,57.37190222,57.3642812,57.35666019,57.34903917,57.34141815,57.33379714,57.32617612,57.3185551,57.31093408,57.30331307,57.29569205,57.28807103,57.28045001,57.272829
South Asia,SAS,"People using at least basic sanitation services, urban (% of urban population)",SH.STA.BASS.UR.ZS,51.9883544,52.84796768,53.72203132,54.59720118,55.47460706,56.35521809,57.2394924,58.1266887,59.01605663,59.90641865,60.79687963,61.68724033,62.57782471,63.46948719,64.36217207,65.25600523
Saudi Arabia,SAU,"People using at least basic sanitation services, urban (% of urban population)",SH.STA.BASS.UR.ZS,,,,,,,,,,,,,,,,
Sudan,SDN,"People using at least basic sanitation services, urban (% of urban population)",SH.STA.BASS.UR.ZS,41.29534849,41.29534849,41.29534849,41.29534849,41.29534849,42.77077681,44.24620512,45.72163344,47.19706175,48.67249007,50.14791838,51.6233467,53.09877501,54.57420333,56.04963164,57.52505996
Senegal,SEN,"People using at least basic sanitation services, urban (% of urban population)",SH.STA.BASS.UR.ZS,59.22116184,59.66280731,60.10445279,60.54609827,60.98774374,61.42938922,61.8710347,62.31268017,62.75432565,63.19597112,63.6376166,64.07926208,64.52090755,64.96255303,65.40419851,65.84584398
Singapore,SGP,"People using at least basic sanitation services, urban (% of urban population)",SH.STA.BASS.UR.ZS,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Solomon Islands,SLB,"People using at least basic sanitation services, urban (% of urban population)",SH.STA.BASS.UR.ZS,62.47649233,62.47649233,62.47649233,62.47649233,62.47649233,64.14706664,65.81764094,67.48821525,69.15878956,70.82936387,72.49993818,74.17051249,75.8410868,76.01704105,76.10947863,76.10947863
Sierra Leone,SLE,"People using at least basic sanitation services, urban (% of urban population)",SH.STA.BASS.UR.ZS,20.61734281,20.83094073,21.04453865,21.25813656,21.47173448,21.68533239,21.89893031,22.11252823,22.32612614,22.53972406,22.75332197,22.96691989,23.18051781,23.39411572,23.60771364,23.82131155
El Salvador,SLV,"People using at least basic sanitation services, urban (% of urban population)",SH.STA.BASS.UR.ZS,89.53493118,89.53493118,89.53493118,89.81635933,90.09778748,90.37921562,90.66064377,90.94207192,91.22350007,91.50492822,91.78635637,92.06778452,92.34921267,92.63064082,92.91206897,93.19349711
San Marino,SMR,"People using at least basic sanitation services, urban (% of urban population)",SH.STA.BASS.UR.ZS,,,,,,,,,,,,,,,,
Somalia,SOM,"People using at least basic sanitation services, urban (% of urban population)",SH.STA.BASS.UR.ZS,49.92137113,48.49067538,47.05997962,45.62928386,44.19858811,42.76789235,41.3371966,39.90650084,38.47580508,37.04510933,35.61441357,34.18371782,32.75302206,31.3223263,29.89163055,28.46093479
